Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
A;45846;USD;2018;FY;2018-10-31;2018-12-20;2020-12-18;321000000;325000000;316000000;210000000;90000000;471000000;-65000000;-83000000;40000000;579000000;1087000000;-176000000;;-516000000;-705000000;-191000000;-210000000;-366000000;-797000000;-432000000
A;45846;USD;2019;FY;2019-10-31;2019-12-19;2021-12-17;314000000;318000000;1071000000;238000000;-152000000;-136000000;-106000000;-36000000;29000000;-23000000;1021000000;-155000000;;-1408000000;-1590000000;-206000000;600000000;-669000000;-299000000;-866000000
A;45846;USD;2020;FY;2020-10-31;2020-12-18;2022-12-21;309000000;312000000;719000000;308000000;220000000;-326000000;;;;;921000000;-118000000;;;-147000000;-222000000;-45000000;-409000000;-717000000;59000000
A;45846;USD;2021;FY;2021-10-31;2021-12-17;2023-12-20;305000000;307000000;1210000000;321000000;56000000;-102000000;;;;;1485000000;-187000000;12000000;-547000000;-749000000;-236000000;356000000;-733000000;-696000000;43000000
A;45846;USD;2022;FY;2022-10-31;2022-12-21;2023-12-20;304000000;307000000;1254000000;317000000;219000000;-478000000;;;;;1312000000;-291000000;22000000;-52000000;-338000000;-250000000;26000000;-1081000000;-1372000000;-434000000
A18;1253413;USD;2018;FY;2018-12-31;2019-03-15;2021-03-15;68403426;70924623;1096000000;546000000;3350000000;2123000000;;;;;7115000000;-708000000;-4387000000;-1197000000;-14356000000;;14431000000;677000000;12204000000;5782000000
A18;1253413;USD;2019;FY;2019-12-31;2020-04-09;2022-04-27;70983996;80244014;6998000000;656000000;-603000000;282000000;;;;;7333000000;-834000000;-15834000000;-413000000;-1549000000;;-1090000000;467000000;-10120000000;-4027000000
A18;1253413;USD;2020;FY;2020-12-31;2021-03-15;2023-03-27;70983996;80244014;-3269000000;790000000;5590000000;-6934000000;;;;;-3823000000;-532000000;-9770000000;-3051000000;-6001000000;;18253000000;159000000;8205000000;-2332000000
A18;1253413;USD;2021;FY;2021-12-31;2022-04-27;2023-03-27;70983996;80244014;-645000000;723000000;2220000000;177000000;;;;;2475000000;-571000000;-6818000000;-365000000;-3419000000;;1709000000;8291000000;3190000000;1781000000
A18;1253413;USD;2022;FY;2022-12-31;2023-03-27;2023-03-27;70983996;80244014;1367000000;632000000;1442000000;-800000000;;;;;2641000000;-498000000;-12258000000;-121000000;803000000;;-5216000000;179000000;-6384000000;-2709000000
A21;1333027;USD;2019;FY;2019-12-31;2020-03-09;2022-04-19;;;-2417874000;116391000;672729000;-153561000;;;;;-1793710000;-951253000;-98000000;-560000000;-2574836000;;401357000;5156924000;5655690000;1340866000
A21;1333027;USD;2020;FY;2020-12-31;2021-03-10;2023-04-21;;;-24055773;46508505;-12047157;294096940;;;;;304523958;-97749057;-9417727;-5135993;-2564477341;;533920965;3046365362;3580286327;1265761414
A21;1333027;USD;2021;FY;2021-12-31;2022-04-19;2023-04-21;;;-321455000;590397000;1506777000;5256370000;;;;;7032089000;-3444535000;;-67580000;-2385830000;;16145206000;1209000;16146415000;20320545000
A21;1333027;USD;2022;FY;2022-12-31;2023-04-21;2023-04-21;;;-2032348000;1213855000;3163350000;4355923000;;;;;6700780000;-5123371000;-713775000;2094000;-3685175000;;5542664000;6728000;5639392000;9925094000
AA;367153;USD;2018;FY;2018-12-31;2019-02-26;2021-02-25;186000000;189000000;893000000;733000000;-356000000;-822000000;;;;;448000000;-399000000;-7000000;1000000;-405000000;;425000000;-27000000;-288000000;-249000000
AA;367153;USD;2019;FY;2019-12-31;2020-02-21;2022-02-24;185000000;185000000;-853000000;713000000;1091000000;-265000000;;;;;686000000;-379000000;-112000000;23000000;-468000000;;-7000000;2000000;-444000000;-233000000
AA;367153;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;186000000;186000000;-14000000;653000000;-221000000;-24000000;;;;;394000000;-353000000;-12000000;198000000;-167000000;;738000000;1000000;514000000;727000000
AA;367153;USD;2021;FY;2021-12-31;2022-02-24;2024-02-21;185663439;185663439;570000000;664000000;358000000;-672000000;;;;;920000000;-390000000;-11000000;966000000;562000000;-19000000;-799000000;-125000000;-1155000000;314000000
AA;367153;USD;2022;FY;2022-12-31;2023-02-23;2024-02-21;186377853;189907737;38000000;617000000;1015000000;-848000000;;;;;822000000;-480000000;-22000000;5000000;-501000000;-72000000;3000000;-478000000;-762000000;-450000000
AAC;7962652;USD;2021;FY;2021-12-31;2022-03-04;2023-03-10;125000000;125000000;15849072;;-22310688;5048063;;;;;-1413553;;;;-1000000000;;1023000000;;1002163063;749510
AAC;7962652;USD;2022;FY;2022-12-31;2023-02-28;2023-03-10;100000000;100000000;20983590;;-28326302;5131184;;;;;-2211528;;;;;;1500000;;1500000;-711528
AACI;11820349;USD;2021;FY;2021-09-30;2021-12-29;2022-12-22;5709500;20709500;-468899;;284794;-341724;;;;;-525829;;;;-150000000;;4595000;148536045;151183419;657590
AAC_delisted;939324;USD;2018;FY;2018-12-31;2019-04-15;2019-04-15;24090639;24090639;-66718000;21986000;10424000;5454000;;;;;-28854000;-18949000;;-65827000;-84776000;;105842000;;105221000;-8409000
AAGH;12444287;USD;2018;FY;2018-06-30;2018-12-03;2021-03-23;20236021800;20236021800;-59386;;437;12119;;;;;-46830;;-13415;;-13415;;82153;;56433;-3812
AAGH;12444287;USD;2019;FY;2019-06-30;2021-03-23;2021-07-13;20236021836;20236021836;-65043;;17472;19779;;;;;-27792;;;;29379;;;;-1500;87
AAGH;12444287;USD;2020;FY;2020-06-30;2020-10-12;2022-01-21;20236021836;20236021836;-51916;;4911;7446;;;;;-39559;;;;;;39623;;39623;64
AAGH;12444287;USD;2021;FY;2021-06-30;2022-01-21;2022-10-31;20438554050;20438554050;-269054;;15534;-75721;;;;;-329241;-12671;;;-12671;;582159;;737882;395970
AAGH;12444287;USD;2022;FY;2022-06-30;2022-10-31;2023-10-13;21090049276;21090049276;-4924936;5905;1434622;2004551;;;;;-1479858;-16851;;;-16851;;823666;97500;1163056;-333653
AAIC;9076064;USD;2018;FY;2018-12-31;2019-02-19;2020-02-24;29052000;29052000;-91797000;;157221000;-1675000;;;;;63749000;;-558579000;;-82662000;-53920000;54448000;23463000;24012000;5099000
AAIC;9076064;USD;2019;FY;2019-12-31;2020-02-24;2021-02-26;35709000;35833000;13742000;26463000;735000;5625000;;;;;46565000;;-309035000;;165500000;-44520000;-252419000;77766000;-219142000;-7077000
AAIC;9076064;USD;2020;FY;2020-12-31;2021-02-26;2022-03-10;35343000;35343000;-67716000;;85268000;8362000;;;;;25914000;;2799646000;;3037014000;-11315000;-3023716000;-10377000;-3042599000;20329000
AAIC;9076064;USD;2021;FY;2021-12-31;2022-03-10;2023-03-31;32312000;32312000;-9515000;;10880000;3326000;;;;;4691000;;-605048000;;230879000;-2916000;-289430000;-11556000;-253749000;-18179000
AAIC;9076064;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;28717000;29243000;5426000;;-8402000;1601000;;;;;-1375000;;-784572000;;-113430000;-2783000;-56615000;-9167000;123231000;8426000
AAL;68568;USD;2018;FY;2018-12-31;2019-02-25;2021-02-17;464236000;465660000;1412000000;2159000000;528000000;-566000000;;;;;3533000000;-2538000000;;;-1973000000;-186000000;2354000000;-837000000;-1672000000;-112000000
AAL;68568;USD;2019;FY;2019-12-31;2020-02-19;2022-02-22;443363000;444269000;1686000000;2318000000;678000000;-867000000;;;;;3815000000;-4062000000;;;-2243000000;-178000000;-230000000;-1097000000;-1568000000;4000000
AAL;68568;USD;2020;FY;2020-12-31;2021-02-17;2023-02-22;483888000;483888000;-8885000000;2370000000;-1245000000;1217000000;;;;;-6543000000;-1607000000;;;-4342000000;-43000000;8245000000;2970000000;10994000000;109000000
AAL;68568;USD;2021;FY;2021-12-31;2022-02-22;2024-02-21;648766000;648766000;-1993000000;2335000000;-605000000;967000000;;;;;704000000;166000000;-28000000;;-5983000000;;4847000000;460000000;5288000000;9000000
AAL;68568;USD;2022;FY;2022-12-31;2023-02-22;2024-02-21;650345000;655122000;127000000;2298000000;330000000;-582000000;;;;;2173000000;-2399000000;-321000000;;636000000;;-2683000000;;-2631000000;178000000
AAN;441241;USD;2018;FY;2018-12-31;2019-02-14;2021-02-23;69128000;70597000;50653000;573969000;-492129000;54043000;;;;;186536000;-60110000;3066000;-188959000;-246003000;;55917000;;37869000;-21754000
AAN;441241;USD;2019;FY;2019-12-31;2020-02-20;2022-02-24;67322000;68631000;28099000;601964000;266657000;-710743000;;;;;185977000;-65927000;1212000;-11472000;-76187000;;-84531000;;-73143000;36767000
AAN;441241;USD;2020;FY;2020-12-31;2021-02-23;2023-03-01;33877000;33877000;-265912000;571260000;552665000;-502244000;;;;;355769000;-60607000;;-14793000;-75041000;;-342335000;;-253411000;27350000
AAN;441241;USD;2021;FY;2021-12-31;2022-02-24;2024-02-29;32485000;33188000;109934000;593842000;208098000;-775834000;;;;;136040000;-77762000;;-10121000;-85375000;-9971000;9260000;-100511000;-103951000;-53291000
AAOI;671827;USD;2018;FY;2018-12-31;2019-02-26;2021-02-25;19647000;19647000;-2146000;29698000;8823000;-22346000;;;;;14029000;-77224000;;;-76514000;;38820000;120000;34803000;-25944000
AAOI;671827;USD;2019;FY;2019-12-31;2020-02-28;2022-02-24;19982363;19982363;-66049000;24014000;33806000;6475000;;;;;-1754000;-29428000;;;-32116000;;43481000;14000;42596000;9024000
AAOI;671827;USD;2020;FY;2020-12-31;2021-02-25;2023-02-27;21866630;21866630;-58452000;24733000;24119000;-34409000;;;;;-44009000;-16068000;;;-19347000;;9322000;39216000;47441000;-16914000
AAOI;671827;USD;2021;FY;2021-12-31;2022-02-24;2024-02-23;27097372;27097372;-54162000;25371000;11190000;5957000;;;;;-11644000;-8324000;;;-10546000;;-357000;15405000;14087000;-8979000
AAOI;671827;USD;2022;FY;2022-12-31;2023-02-27;2024-02-23;27846387;27846387;-66397000;23202000;17268000;11905000;;;;;-14022000;-3305000;;;-3834000;;9969000;1238000;10753000;-5550000
AAON;919501;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;78426924;79001909;42329000;17655000;10858000;-15986000;;;;;54856000;-37255000;-1136000;-6377000;-34635000;-16728000;;-21859000;-39684000;-19463000
AAON;919501;USD;2019;FY;2019-12-31;2020-02-27;2022-02-28;78119798;78953123;53711000;22766000;19674000;1774000;;;;;97925000;-37097000;0;;-37046000;-16645000;6614000;-6961000;-18500000;42379000
AAON;919501;USD;2020;FY;2020-12-31;2021-02-25;2023-02-27;78253019;79591754;79009000;25634000;19159000;5012000;;;;;128814000;-67742000;;;-61273000;-19815000;;-8642000;-29626000;37915000
